Id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Bankrupt
1827,0.28896,0.42675,0.44467,3.5567,74.576,0,0.28896,1.3433,2.2087,0.57325,0.28896,1.6614,0.14534,0.28896,485.22,0.75224,2.3433,0.28896,0.13083,13.925,1.5342,0,0.13083,0.46326,0.36465,0.75224,?,1.1659,3.6354,0.16555,0.29244000000000003,37.211,9.8088,3.9976,0.010002,2.2087,2.1653,0.82003,0.004528,0.42977,0.4438,0.0,89.874,75.949,3.4293,3.0722,18.028,-0.032052,-0.014512,1.4496,0.17392,0.10195,1.503,2.15,1920.6,0.22760999999999998,0.50408,0.77878,0.43048,26.212,4.8059,28.741999999999997,12.699,5.791,0
2146,-0.060873,0.42219,0.23492,1.7809,-8.538,-0.11088,-0.063943,1.0941,0.9762,0.46192,-0.063943,-0.21256,-0.017425,-0.063943,-5940.2,-0.061446,2.3686,-0.063943,-0.042949,62.938,1.5146,-0.055313,-0.040888,-0.11015,0.46192,-0.054175,-0.36269,0.50599,4.581,0.28063,-0.042949,71.994,5.0698,-0.13101,-0.055313,1.5097,2.2988,0.58329,-0.037153,0.059368,-0.80177,-0.037153,126.96,64.027,-0.23712,0.92753,61.44,-0.093314,-0.062678,1.2689,0.30082,0.19724,0.99494,1.2564,8952.2,-0.024385,-0.13178,1.0244,0.26277,5.7993,5.7008,73.75,4.9492,3.2067,0
5316,0.34125,0.11095,0.59612,6.7003,30.043,0,0.4204,8.0133,1.284,0.88905,0.43106,4.02,0.34410999999999997,0.4204,91.657,3.9822,9.0133,0.4204,0.32742,147.75,1.4396,0.42832,0.26578,1.099,0.30361,3.2688,40.181,1.9917,4.0478,0.027901,0.33573000000000003,44.495,8.2031,7.7321,0.4261,1.284,?,0.88905,0.33186,0.78131,0.008223,0.3336,175.96,28.215999999999998,0.65658,1.7304,221.13,0.4069,0.31690999999999997,6.3155,0.10458,0.1219,2.9704,2.9704,6654.7,0.33186,0.38383,0.67452,0,2.4704,12.936,29.729,12.278,4.2898,0
4290,0.17291,0.51071,-0.067107,0.85159,-33.964,0.5531,0.17291,0.81955,1.0711,0.41855,0.17291,0.38238,0.15615,0.17291,615.28,0.59322,1.9581,0.17291,0.089116,16.538,1.3795,0.18258,0.089116,0.5531,0.41855,0.59322,1.0079,-0.10913,4.3958,0.25651,0.089116,91.115,4.0059,0.35749,0.18258,2.0062,5.0765,0.47709,0.0941,0.036796,0.053706,0.0941,69.31,52.772,1.9668,0.65717,17.715,0.052513,0.027066000000000003,0.75398,0.45218,0.24963,0.68065,0.77584,-1669.3,0.06640700000000001,0.4131,0.9335899999999999,0.13985,22.07,6.9166,85.064,4.2909,3.1552,0
1248,0.14883,0.079136,0.2925,5.3384,51.506,0.51016,0.15186,11.578,1.132,0.91622,0.15186,2.2524,0.16257,0.15186,139.96,2.6078,12.636,0.15186,0.11963,39.132,1.0913,0.14387,0.11724000000000001,0.52084,0.91622,2.5695,1.2829,0.45697,5.0871,0.062099,0.11963,21.944,16.633,1.8181,0.14387,1.2807,19.106,0.92793,0.11333,0.060127,0.013115,0.11333,102.32,63.188,1.0935,3.3197,44.297,0.089363,0.07039400000000001,4.5481,0.067421,0.06012,1.4314,1.4497,35746.0,0.11659000000000001,0.16244,0.88341,0.012786,9.3273,5.7764,19.385,18.829,1.9833,0
989,-0.32384,0.5548,0.29724,1.5358,-19.888,0,-0.32384,0.80245,2.5223,0.4452,-0.10356,-0.58371,-0.11721,-0.32384,-684.98,-0.53287,1.8025,-0.32384,-0.12839,63.948,1.1576,-0.12776,-0.12839,-0.80195,0.43225,-0.53287,-0.57998,2.0087,3.8876,0.19257,-0.12839,76.465,4.7734,4.7734,-0.1259,2.5223,?,0.4452,-0.049915,0.1246,-0.18576,-0.050651,113.29,49.343,-0.73281,0.73922,60.908,-0.15596,-0.061833000000000006,1.5357,0.55479,0.20949,3.0087,3.0087,2294.6,-0.049915,-0.7274,1.1262,0,5.7078,7.3972,80.282,4.5465,17.046,0
4929,-0.13101,0.60506,-0.26331,0.458,-243.91,-0.16409,-0.13329,0.65272,0.59723,0.39494,-0.073793,-0.27436,-0.15787,-0.13329,-2342.4,-0.15582,1.6527,-0.13329,-0.22318000000000002,96.58200000000001,1.0183,-0.081396,-0.21936,-0.2956,-0.2951,-0.15205,-1.368,-0.33867,4.4697,1.0065,-0.18513,266.81,1.368,1.0984,-0.067382,0.59723,0.55,0.51217,-0.11282,0.013308,-0.47581,-0.13629000000000002,132.04,35.455,-0.82902,0.13272,86.79,-0.1204,-0.2016,0.36774,0.48582,0.73099,0.50796,0.65875,-7765.4,-0.11282,-0.33172,1.2146,0.29684,3.7792,10.295,296.91,1.2293,0.76814,0
1739,0.11331,0.60577,0.23022,1.38,-9.5841,0,0.11331,0.65078,2.6825,0.39423,0.12056,0.18704,0.059080999999999995,0.11331,1395.1,0.26163,1.6508,0.11331,0.042239,39.461999999999996,0.92785,0.11779,0.042239,0.40019,0.27896,0.26163,16.236,1.4037,3.4695,0.22439,0.044368,86.434,4.2229,4.2229,0.12444,2.6825,?,0.39423,0.046387,0.018049,0.12391,0.043907999999999996,112.26,72.79899999999999,0.39068,0.90127,41.382,0.072606,0.027066000000000003,1.38,0.60577,0.23681,2.4037,2.4037,678.67,0.046387,0.28742,0.95868,0,9.2493,5.0138,82.425,4.4283,16.356,0
1735,0.17815,0.1011,0.63849,7.3157,36.454,0.58572,0.18641,8.7252,1.2004,0.88208,0.18641,1.8439,0.22291,0.18641,169.09,2.1586,9.8916,0.18641,0.19041,24.570999999999998,0.90515,0.16961,0.18198,0.611,0.88208,2.077,2.0798,2.4519,4.8915,0.091386,0.19041,45.246,8.067,1.6778,0.16961,1.0124,?,0.88208,0.17325,4.9939,0.0165,0.17325,87.514,62.943000000000005,2.7032,6.6638,29.496,0.13779,0.14075,7.3157,0.1011,0.12396,3.3873,3.3873,49730.0,0.16696,0.20197,0.83304,0,14.855,5.7989,37.692,9.6838,3.7594,0
2036,0.3371,0.37956,0.46287,3.7899,24.379,0,0.41969,1.6347,2.1965,0.62044,0.43436,2.5296,0.20845,0.41969,302.58,1.2063,2.6347,0.41969,0.19107000000000002,55.717,1.548,0.43249,0.15347,0.64591,0.54025,0.98871,29.48,1.2469,3.4181,0.10249000000000001,0.19775,34.422,10.604,4.635,0.43728,2.1965,1.3737,0.83409,0.19908,0.99732,0.026881,0.1969,76.99,21.272,1.0054,1.7689,69.567,0.39432,0.17952,1.6566,0.16591,0.094306,1.6714,2.2469,1212.1,0.19908,0.54332,0.8093199999999999,0.34435,6.5509,17.158,27.569000000000003,13.24,5.9171,0
1277,0.084701,0.62686,0.23388,1.6313,15.678,0,0.10374,0.59526,1.7013,0.37314,0.1428,0.28001,0.093481,0.10374,1438.6,0.25372,1.5953,0.10374,0.060976,30.555,1.578,0.13644,0.049785,0.2273,0.36827,0.22334,3.4933,0.59117,4.011,0.30728,0.070828,86.753,4.2073,2.4867,0.14254,1.7013,1.9732,0.60725,0.083784,0.35099,0.10898,0.080195,101.76,71.208,0.59471,1.2469,33.349,0.081136,0.047689999999999996,0.96414,0.37049,0.23768,0.94318,1.5349,2398.9,0.083784,0.22699,0.9406100000000001,0.62739,11.946,5.1259,79.485,4.5921,4.3004,0
4407,0.14742,0.51025,0.46224,1.9059,19.873,0.48135,0.14742,0.9576,1.0299,0.48862,0.14742,0.28892,0.033306999999999996,0.14742,1159.9,0.31467,1.9598,0.14742,0.030581999999999998,9.519,1.1479,0.14865,0.030581999999999998,0.48135,0.48862,0.31467,0.3176,16.805,4.3452,0.10536,0.030581999999999998,39.79,9.1731,0.29134,0.14865,4.8319,?,0.48862,0.030837,0.15922,0.10368,0.030837,67.483,57.964,1.1726,1.6595,9.8037,0.13552,0.028112,1.9059,0.51025,0.10901,17.764,17.764,10235.0,0.029043,0.30171,0.97096,0,38.344,6.297,38.635,9.4475,175.25,0
1804,0.011858,0.90765,-0.15739,0.74201,-62.526,-4.3E-05,0.018507,0.10174,1.886,0.092347,0.069129,0.030336,0.029881,0.018507,5878.5,0.062091,1.1017,0.018507,0.009812999999999999,27.785999999999998,1.1465,0.068388,0.006287,0.15123,0.086767,0.054765,1.351,-0.28757,3.9523,0.48026,0.036653,122.89,2.9702,1.9964,0.073985,1.886,1.2961,0.33084,0.039228,0.014846,0.28479,0.03626,85.854,58.068000000000005,0.082591,0.50667,28.92,0.030538,0.016191999999999998,0.49874,0.61007,0.33668,0.16873,0.60447,-1410.3,0.039228,0.12841,0.99061,2.5826,13.136,6.2858,118.07,3.0915,3.446,0
1268,0.05265,0.052591,0.94741,19.015,315.31,0,0.067396,18.015,0.98034,0.94741,0.074168,1.2815,0.06917999999999999,0.067396,283.04,1.2896,19.015,0.067396,0.068748,45.011,0.97846,0.045972,0.053706,0.2946,0.91213,1.0092,6.7892,?,3.5316,-0.7523,0.068763,20.474,17.827,17.827,0.042786,0.98034,?,0.94741,0.043644,15.132,0.037785,0.046894,76.024,31.011999999999997,0.43551,16.716,47.066,0.045549,0.046462,19.015,0.052591,0.056094,?,?,3222.4,0.043644,0.055573,0.93345,0,8.109,11.77,19.581,18.641,?,0
2076,-0.04893,0.77298,0.031274,1.0405,-83.984,0.092191,-0.04893,0.29369,2.2379,0.22702,-0.038379,-0.0633,0.016794999999999997,-0.04893,7506.4,0.048625,1.2937,-0.04893,-0.021863999999999998,57.783,1.0713,-0.044842,-0.021863999999999998,0.19362,0.05847,0.048625,-4.25,0.15977,2.5514,0.3454,-0.017209000000000002,123.59,2.9532,2.9532,-0.044848,2.2379,?,0.22702,-0.020040000000000002,0.24497,0.61828,-0.020037,100.29,42.505,-0.13811,0.58212,56.648,-0.13136,-0.058696000000000005,1.0405,0.77298,0.33861,1.1598,1.1598,11.133,-0.020040000000000002,-0.21553,1.0218,0,6.3168,8.5872,126.07,2.8952,11.433,0
2995,0.098378,0.3851,0.53697,2.3944,60.399,-0.013931,0.098378,1.5967,1.7633,0.6149,0.098382,0.25546,0.055791999999999994,0.098378,1428.8,0.25546,2.5967,0.098378,0.055791999999999994,65.914,1.3983,0,0.055791999999999994,0.15114,0.13729,0.25546,0,6.8906,3.7189,0.16762,0.12921,108.65,3.3595,3.3595,0.003596,1.7633,?,0.6149,0.002039,0.23632,?,0.0,172.03,106.11,0.30895,1.5675,89.836,0,0.0,2.3944,0.3851,0.29766,7.8906,7.8906,2810.7,0.26629,0.15999,0.74963,0,5.5376,3.4397,79.714,4.5788,22.628,0
1844,0.28148,0.42707,0.3954,2.0694,-5.0213,0,0.28148,1.3415,2.8148,0.57293,0.28624,0.7613,0.10091,0.28148,548.8,0.66509,2.3415,0.28148,0.1,53.349,1.2933,0,0.1,0.24804,0.49107,0.66509,0,1.6835,3.5318,0.12065,0.2223,64.029,5.7006,4.9353,0.009811,2.8148,?,0.57293,0.003486,0.27266,5.5649,0.0,86.14399999999999,32.795,0.68418,0.95668,71.246,-0.002558,-0.000909,1.7916,0.36974,0.17542,2.4394,2.4394,1345.3,0.2512,0.49131,0.7505,0,6.8417,11.13,47.945,7.6129,11.985,0
3594,-0.12289,0.63483,-0.35792,0.40491,-268.26,-0.38842,-0.12289,0.51951,0.95834,0.3298,-0.12289,-0.20433,-0.082501,-0.12289,-4735.3,-0.077081,1.5752,-0.12289,-0.20719,28.256999999999998,1.3336,-0.048973,-0.20719,-0.38842,0.3298,-0.077081,-0.79128,-0.47315,5.1292,0.89344,-0.20719,354.71,1.029,-0.077143,-0.048973,0.62168,5.9206,0.36318,-0.08256799999999999,0.17816,0.83531,-0.08256799999999999,83.925,55.668,-2.6763,0.32856,27.08,-0.12293,-0.20726,0.38362,0.60146,0.9718,0.43597,0.4801,-48193.0,-0.043466000000000005,-0.37263,1.0435,0.10121,12.917,6.5568,370.13,0.98615,0.78408,0
5231,0.17425,0.653,0.30055,1.4603,43.082,0,0.17425,0.53138,3.5868,0.347,0.18803,0.26684,0.064965,0.17425,1022.9,0.35684,1.5314,0.17425,0.04858,2.362,1.2428,0,0.04858,0.1163,0.23829,0.35684,0,6.4716,2.6662,0.14562,0.10605,100.3,3.639,3.639,0.000958,3.5868,?,0.347,0.000267,0.20014,0.37037,0.0,83.736,81.374,7.507,1.4247,3.5653,-0.05877,-0.016385,1.4603,0.653,0.2748,7.4716,7.4716,139.35,0.3375,0.50216,0.6663399999999999,0,154.53,4.4855,66.45100000000001,5.4928,77.232,0
615,0.061604,0.32939,0.50774,2.5415,63.878,0.22294,0.070184,2.0299,1.0264,0.66862,0.070184,0.21307,0.049551,0.070184,1380.2,0.26446,3.0359,0.070184,0.039923,42.308,0.99023,0.074639,0.035043,0.26665,0.66862,0.23841,0.43578,3.1174,4.0444,0.17708,0.039923,70.194,5.1999,0.2266,0.074639,1.8067,?,0.66862,0.042457999999999996,0.064181,0.11827,0.042457999999999996,169.42,127.11,0.30232,1.9228,43.424,0.057714,0.03283,2.5415,0.32939,0.19231,4.1052,4.1052,5623.6,0.025705000000000002,0.092135,0.97429,0,8.6272,2.8715,68.39,5.337,10.793,0
1881,0.17908,0.3859,0.39835,3.7891,34.994,0.26945,0.17908,1.5779,1.1254,0.60892,0.17908,1.2539,0.12220999999999999,0.17908,556.47,0.65592,2.5913,0.17908,0.086461,38.741,1.1181,0.1962,0.086461,0.26945,0.60892,0.65592,1.0661,0.86822,4.2583,0.077154,0.086461,28.327,12.885,0.50843,0.1962,2.0882,1.322,0.85199,0.09472699999999999,1.6307,0.046948,0.09472699999999999,54.324,15.583,0.81459,2.2498,43.602,0.12216,0.05898099999999999,1.4024,0.14283,0.077607,1.3271,1.8569,7220.8,0.11147,0.2941,0.8885299999999999,0.39919,9.4214,23.424,25.169,14.502,4.5143,0
898,0.05144,0.81946,0.054155,1.0664,-12.989,0,0.05144,0.22032,3.3015,0.18054,0.070884,0.063076,0.026345,0.05144,3438.8,0.10614,1.2203,0.05144,0.015581,18.108,1.1824,0.069326,0.015581,0.22088,0.17958,0.10614,3.5653,0.41553,3.3181,0.24821,0.021419999999999998,92.234,3.9573,3.9383,0.074226,3.3015,?,0.18054,0.022483000000000003,0.006771,0.26048,0.020998,95.537,77.429,0.31405,0.86556,18.525,0.033787,0.010234,1.0613,0.81552,0.2527,1.3853,1.3853,112.64,0.022483000000000003,0.28492,0.9844299999999999,0,20.156,4.714,90.161,4.0483,25.332,0
2659,-0.015946,0.36899,0.63101,2.7101,-58.66,0,-0.009003,1.7101,0.88167,0.63101,-0.009003,-0.024398,-0.007262,-0.009003,-21035,-0.017352,2.7101,-0.009003,-0.010211,322.26,0.47383,-0.033695,-0.018086,0.34797,0.21803,-0.03617,?,?,2.5271,0.35538000000000003,-0.010211,148.44,2.459,2.459,-0.025659,0.88167,?,0.63101,-0.029102,0.15084,-0.39554,-0.038218,390.95,68.685,-0.020485,0.60047,313.15,-0.036295,-0.041166,2.7101,0.36899,0.40668,?,?,212.38,-0.029102,-0.025271,1.0097,0,1.1326,5.3141,152.76,2.3894,?,0
3583,0.080226,0.40438,0.015479,1.0574,-62.904,0,0.1019,1.473,1.0598,0.59562,0.12357,0.37784,0.12534,0.1019,1111.2,0.32848,2.473,0.1019,0.09615,56.986000000000004,1.3471,0.12349,0.075701,0.26002,0.59449,0.27489,5.6994,0.021654,4.7982,0.37044,0.10322,105.6,3.4565,2.3052,0.12763,1.0598,0.94717,0.722,0.12044,0.07149,0.087284,0.11653,91.573,34.586999999999996,0.48487,0.44387,64.789,0.092561,0.08734,0.70519,0.26968,0.28931,0.83323,1.01,972.75,0.12044,0.13469,0.90425,0.21218,6.4051,10.553,92.882,3.9297,1.4825,0
2876,0.11376,0.56156,0.089818,1.1735,-27.827,0.27779,0.14475,0.77605,1.0852,0.43579,0.14475,0.27956,0.094662,0.14475,1144.7,0.31886,1.7808,0.14475,0.076527,41.6,1.1194,0.17205,0.060144,0.35072,0.43579,0.26367,0.98708,0.2289,4.3185,0.29541,0.076527,108.43,3.3663,0.30638,0.17205,1.9229,8.9576,0.47956,0.090958,0.017563,0.089468,0.090958,115.49,73.892,0.5277,0.75711,45.145,0.13775,0.072823,1.082,0.51779,0.29706,1.1106,1.2222,1870.1,0.078512,0.26105,0.9214899999999999,0.10042,8.7739,4.9397,99.916,3.6531,4.8206,0
2539,0.016026,0.15344,0.098294,1.6406,10.272,0,0.016026,5.5171,3.9685,0.84656,0.016026,0.10444,0.008108,0.016026,1740.6,0.2097,6.5171,0.016026,0.004038,0.0,2.5644,0,0.004038,0.1409,0.56622,0.2097,?,0.13136,2.2847,-0.0032119999999999996,0.009023999999999999,17.248,21.161,21.161,0.064944,3.9685,?,0.84656,0.016365,1.1228,0.31669,0.0,7.3067,7.3067,?,1.6406,0,-0.01615,-0.004070000000000001,1.6406,0.15344,0.047256,1.1314,1.1314,18.934,0.18181,0.018931,0.8182,0,?,49.954,14.113,25.863,5.3037,0
1864,0.050453,0.24135,0.29359,2.2344,10.608,0.20972,0.067663,2.6602,1.0405,0.64203,0.067663,0.28448,0.059338999999999996,0.067663,589.77,0.61889,4.1434,0.067663,0.026881,21.326999999999998,1.0313,0.093374,0.020043000000000002,0.26492,0.64203,0.54758,0.38596,0.62657,4.5873,0.06326,0.026881,35.885,10.171,0.38689,0.093374,2.5267,109.84,0.64553,0.037094999999999996,0.6716,0.045321,0.037094999999999996,53.898,32.57,0.34303,1.616,22.19,0.01167,0.004636,2.202,0.23785,0.098314,1.3702,1.3777,11350.0,0.038894,0.078583,0.96111,0.00545,17.114,11.206,34.489000000000004,10.583,5.3721,0
4934,0.093466,0.42914,0.37124,1.8891,38.12,0.21329,0.11668,1.3297,1.0614,0.57062,0.11668,0.27944,0.063788,0.11668,1177.2,0.31006,2.3302,0.11668,0.055936,28.506,1.0661,0.11584,0.044807,0.26879,0.57062,0.25596,0.58939,1.7577,4.3455,0.16162,0.055936,77.547,4.7068,0.26992,0.11584,2.0976,54.004,0.58221,0.055529999999999996,0.22501,0.10671,0.055529999999999996,121.58,93.07600000000001,0.57373,1.4989,30.255,0.099457,0.047679,1.8381,0.41755,0.21246,2.7017,2.7565,8225.9,0.057837,0.1638,0.94216,0.02031,12.805,3.9215,73.062,4.9958,9.8763,0
1893,-0.17468,1.0939,-0.22721,0.36607,-429.8,-0.089346,-0.17468,-0.085822,0.19718,-0.093879,-0.14,-0.48736,-0.30801999999999996,-0.17468,-6573.9,-0.055522,0.91418,-0.17468,-0.88589,219.68,2.0978,-0.14165,-0.88589,-0.40748,-0.26402,-0.055522,-4.0844,-0.26152,3.9733,5.5475,-0.71,323.94,1.1268,0.36919,-0.20667,0.19718,0.046126,0.17778,-1.0481,0.000702,-1.3159,-0.7184,242.41,22.73,-1.4719,0.034962,107.26,-0.2556,-1.2963,0.11995,0.35841,0.88751,-0.10806,0.20463,-2136.6,-1.0481,1.8607,1.6556,-2.8938,1.6615,16.058,663.47,0.55014,0.22696,0
931,0.002776,0.56883,0.19495,1.4549,-171.65,0,0.002776,0.75798,0.78283,0.43117,0.003494,0.006477,0.078983,0.002776,3358,0.1087,1.758,0.002776,0.003546,196.74,1.0023,0,0.003546,0.014004,0.33495,0.1087,0,0.51778,4.7688,0.6828,0.013683,259.78,1.4051,1.0585,0.039629,0.78283,1.4813,0.56722,0.050622,0.15457,0.32108,0.0,259.82,63.081,0.006578,0.47027,255.79,-0.059055,-0.075437,1.0961,0.42854,0.71171,1.1452,1.5065,11448.0,0.23084000000000002,0.006437,0.8446799999999999,0.31554,1.8552,5.7862,199.81,1.8267,2.0792,0
1651,0.10229,0.2344,0.24756,2.7541,52.318,0.015222,0.10229,3.2662,1.0343,0.7656,0.10644,0.72477,0.10772999999999999,0.10229,767.81,0.47538,4.2662,0.10229,0.09889500000000001,47.808,1.008,0,0.09889500000000001,0.33351,0.73254,0.47538,0,0.40497,4.7189,0.18220999999999998,0.22355999999999998,69.695,5.2371,3.1533,0.006079,1.0343,3.5068,0.83781,0.005878,0.36796,0.85493,0.0,118.84,71.031,0.75504,1.7942,66.901,-0.009139,-0.008836,1.6582,0.14113,0.19094,1.2524,1.3705,12960.0,0.2854,0.13361,0.7341,0.094316,7.6348,5.1386,49.803999999999995,7.3287,1.692,0
